operation,randomOffset,transferSize,aggregateFilesizeMB,numTasks,parallelism,totalTime,numNodesList,numNodes,tasksPerNode,trMiB,storageType,opCount,taskName,taskPID,fileName,stageOrder,prevTask
read,0,15394.908496732027,2.246304512023926,10,10,0.000771026,[10],10,1,2913.396580691087,pfs,153,frequency,41207-dc105,EAS,1,initial_data
read,1,8191.912280079227,2421.833441734314,300,300,0.811171689,[10],10,30,2985.5990717820946,pfs,309998,individuals,38003-dc104,ALL.chr1.250000.vcf,1,initial_data
read,1,8191.912280079227,2421.833441734314,300,300,0.811171689,[10],10,30,2985.5990717820946,pfs,309998,individuals,38003-dc104,columns.txt,1,initial_data
write,0,15713.333333333334,0.08991241455078125,300,300,0.000178438,[10],10,30,503.88602512234644,pfs,6,individuals,38003-dc104,chr1n-4801-5001.tar.gz,1,final_data
read,0,17036.571428571428,1.8197021484375,10,10,0.00060185,[10],10,1,3023.514411294342,pfs,112,mutation_overlap,36314-dc103,AMR,1,initial_data
write,0,21661.066666666666,0.3098640441894531,10,10,0.000320262,[10],10,1,967.5329704724668,pfs,15,mutation_overlap,36314-dc103,chr5-AMR.tar.gz,1,final_data
read,1,17036.571428571428,1.8197021484375,10,10,0.00060185,[10],10,1,3023.514411294342,pfs,112,mutation_overlap,36314-dc103,sifted.SIFT.chr5.txt,1,sifting
read,1,17036.571428571428,1.8197021484375,10,10,0.00060185,[10],10,1,3023.514411294342,pfs,112,mutation_overlap,36314-dc103,chr5n.tar.gz,1,individuals_merge
write,0,14732.666666666666,0.08430099487304688,300,300,7.825e-05,[10],10,30,1077.3290079622602,pfs,6,individuals,38324-dc104,chr1n-3401-3601.tar.gz,1,final_data
read,1,8191.912280079227,2421.833441734314,300,300,0.8553226,[10],10,30,2831.4853854373937,pfs,309998,individuals,38324-dc104,ALL.chr1.250000.vcf,1,initial_data
read,1,8191.912280079227,2421.833441734314,300,300,0.8553226,[10],10,30,2831.4853854373937,pfs,309998,individuals,38324-dc104,columns.txt,1,initial_data
read,1,8191.912230276168,2421.794364929199,300,300,0.785490302,[10],10,30,3083.1626549212306,pfs,309993,individuals,23317-dc107,ALL.chr3.250000.vcf,1,initial_data
read,1,8191.912230276168,2421.794364929199,300,300,0.785490302,[10],10,30,3083.1626549212306,pfs,309993,individuals,23317-dc107,columns.txt,1,initial_data
write,0,16604.2,0.07917499542236328,300,300,6.9489e-05,[10],10,30,1139.3889021624038,pfs,5,individuals,23317-dc107,chr3n-2801-3001.tar.gz,1,final_data
read,1,26575.846153846152,2.306367874145508,10,10,0.000850496,[10],10,1,2711.7915594494366,pfs,91,individuals_merge,24484-dc108,chr4n-1801-2001.tar.gz,1,individuals
read,1,26575.846153846152,2.306367874145508,10,10,0.000850496,[10],10,1,2711.7915594494366,pfs,91,individuals_merge,24484-dc108,chr4n-1001-1201.tar.gz,1,individuals
read,1,26575.846153846152,2.306367874145508,10,10,0.000850496,[10],10,1,2711.7915594494366,pfs,91,individuals_merge,24484-dc108,chr4n-3601-3801.tar.gz,1,individuals
read,1,26575.846153846152,2.306367874145508,10,10,0.000850496,[10],10,1,2711.7915594494366,pfs,91,individuals_merge,24484-dc108,chr4n-4401-4601.tar.gz,1,individuals
read,1,26575.846153846152,2.306367874145508,10,10,0.000850496,[10],10,1,2711.7915594494366,pfs,91,individuals_merge,24484-dc108,chr4n-401-601.tar.gz,1,individuals
read,1,26575.846153846152,2.306367874145508,10,10,0.000850496,[10],10,1,2711.7915594494366,pfs,91,individuals_merge,24484-dc108,chr4n-4001-4201.tar.gz,1,individuals
write,0,26794.195652173912,1.1754350662231445,10,10,0.000802968,[10],10,1,1463.862901414682,pfs,46,individuals_merge,24484-dc108,chr4n.tar.gz,1,final_data
read,1,26575.846153846152,2.306367874145508,10,10,0.000850496,[10],10,1,2711.7915594494366,pfs,91,individuals_merge,24484-dc108,chr4n-3201-3401.tar.gz,1,individuals
read,1,26575.846153846152,2.306367874145508,10,10,0.000850496,[10],10,1,2711.7915594494366,pfs,91,individuals_merge,24484-dc108,chr4n-3401-3601.tar.gz,1,individuals
read,1,26575.846153846152,2.306367874145508,10,10,0.000850496,[10],10,1,2711.7915594494366,pfs,91,individuals_merge,24484-dc108,chr4n-2601-2801.tar.gz,1,individuals
read,1,26575.846153846152,2.306367874145508,10,10,0.000850496,[10],10,1,2711.7915594494366,pfs,91,individuals_merge,24484-dc108,chr4n-1401-1601.tar.gz,1,individuals
read,1,26575.846153846152,2.306367874145508,10,10,0.000850496,[10],10,1,2711.7915594494366,pfs,91,individuals_merge,24484-dc108,chr4n-801-1001.tar.gz,1,individuals
read,1,26575.846153846152,2.306367874145508,10,10,0.000850496,[10],10,1,2711.7915594494366,pfs,91,individuals_merge,24484-dc108,chr4n-2401-2601.tar.gz,1,individuals
read,1,26575.846153846152,2.306367874145508,10,10,0.000850496,[10],10,1,2711.7915594494366,pfs,91,individuals_merge,24484-dc108,chr4n-5401-5601.tar.gz,1,individuals
read,1,26575.846153846152,2.306367874145508,10,10,0.000850496,[10],10,1,2711.7915594494366,pfs,91,individuals_merge,24484-dc108,chr4n-1601-1801.tar.gz,1,individuals
read,1,26575.846153846152,2.306367874145508,10,10,0.000850496,[10],10,1,2711.7915594494366,pfs,91,individuals_merge,24484-dc108,chr4n-2201-2401.tar.gz,1,individuals
read,1,26575.846153846152,2.306367874145508,10,10,0.000850496,[10],10,1,2711.7915594494366,pfs,91,individuals_merge,24484-dc108,chr4n-2001-2201.tar.gz,1,individuals
read,1,26575.846153846152,2.306367874145508,10,10,0.000850496,[10],10,1,2711.7915594494366,pfs,91,individuals_merge,24484-dc108,chr4n-3801-4001.tar.gz,1,individuals
read,1,26575.846153846152,2.306367874145508,10,10,0.000850496,[10],10,1,2711.7915594494366,pfs,91,individuals_merge,24484-dc108,chr4n-3001-3201.tar.gz,1,individuals
read,1,26575.846153846152,2.306367874145508,10,10,0.000850496,[10],10,1,2711.7915594494366,pfs,91,individuals_merge,24484-dc108,chr4n-1-201.tar.gz,1,individuals
read,1,26575.846153846152,2.306367874145508,10,10,0.000850496,[10],10,1,2711.7915594494366,pfs,91,individuals_merge,24484-dc108,chr4n-5001-5201.tar.gz,1,individuals
read,1,26575.846153846152,2.306367874145508,10,10,0.000850496,[10],10,1,2711.7915594494366,pfs,91,individuals_merge,24484-dc108,chr4n-4201-4401.tar.gz,1,individuals
read,1,26575.846153846152,2.306367874145508,10,10,0.000850496,[10],10,1,2711.7915594494366,pfs,91,individuals_merge,24484-dc108,chr4n-4801-5001.tar.gz,1,individuals
read,1,26575.846153846152,2.306367874145508,10,10,0.000850496,[10],10,1,2711.7915594494366,pfs,91,individuals_merge,24484-dc108,chr4n-4601-4801.tar.gz,1,individuals
read,1,26575.846153846152,2.306367874145508,10,10,0.000850496,[10],10,1,2711.7915594494366,pfs,91,individuals_merge,24484-dc108,chr4n-1201-1401.tar.gz,1,individuals
read,1,26575.846153846152,2.306367874145508,10,10,0.000850496,[10],10,1,2711.7915594494366,pfs,91,individuals_merge,24484-dc108,chr4n-5801-6001.tar.gz,1,individuals
read,1,26575.846153846152,2.306367874145508,10,10,0.000850496,[10],10,1,2711.7915594494366,pfs,91,individuals_merge,24484-dc108,chr4n-2801-3001.tar.gz,1,individuals
read,1,26575.846153846152,2.306367874145508,10,10,0.000850496,[10],10,1,2711.7915594494366,pfs,91,individuals_merge,24484-dc108,chr4n-601-801.tar.gz,1,individuals
read,1,26575.846153846152,2.306367874145508,10,10,0.000850496,[10],10,1,2711.7915594494366,pfs,91,individuals_merge,24484-dc108,chr4n-201-401.tar.gz,1,individuals
read,1,26575.846153846152,2.306367874145508,10,10,0.000850496,[10],10,1,2711.7915594494366,pfs,91,individuals_merge,24484-dc108,chr4n-5201-5401.tar.gz,1,individuals
read,1,26575.846153846152,2.306367874145508,10,10,0.000850496,[10],10,1,2711.7915594494366,pfs,91,individuals_merge,24484-dc108,chr4n-5601-5801.tar.gz,1,individuals
read,1,8191.930583199192,2421.8310403823853,300,300,0.797853275,[10],10,30,3035.4341033222995,pfs,309997,individuals,23928-dc108,ALL.chr4.250000.vcf,1,initial_data
write,0,16091.2,0.07672882080078125,300,300,6.6129e-05,[10],10,30,1160.2900512752535,pfs,5,individuals,23928-dc108,chr4n-5801-6001.tar.gz,1,final_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.797853275,[10],10,30,3035.4341033222995,pfs,309997,individuals,23928-dc108,columns.txt,1,initial_data
write,0,23389.70588235294,0.37920475006103516,10,10,0.000419105,[10],10,1,904.796530847962,pfs,17,frequency,26691-dc107,chr3-EAS-freq.tar.gz,1,final_data
read,1,18616.07299270073,2.432252883911133,10,10,0.000894086,[10],10,1,2720.379117793068,pfs,137,frequency,26691-dc107,chr3n.tar.gz,1,individuals_merge
read,0,18616.07299270073,2.432252883911133,10,10,0.000894086,[10],10,1,2720.379117793068,pfs,137,frequency,26691-dc107,EAS,1,initial_data
read,1,18616.07299270073,2.432252883911133,10,10,0.000894086,[10],10,1,2720.379117793068,pfs,137,frequency,26691-dc107,sifted.SIFT.chr3.txt,1,sifting
read,1,8191.921474379654,2421.75803565979,300,300,0.83525501,[10],10,30,2899.423537321602,pfs,309988,individuals,38354-dc105,columns.txt,1,initial_data
read,1,8191.921474379654,2421.75803565979,300,300,0.83525501,[10],10,30,2899.423537321602,pfs,309988,individuals,38354-dc105,ALL.chr2.250000.vcf,1,initial_data
write,0,16839.4,0.08029651641845703,300,300,7.815e-05,[10],10,30,1027.466620837582,pfs,5,individuals,38354-dc105,chr2n-4001-4201.tar.gz,1,final_data
read,1,8191.912230276168,2421.794364929199,300,300,0.815104564,[10],10,30,2971.1456319721938,pfs,309993,individuals,21693-dc107,ALL.chr3.250000.vcf,1,initial_data
write,0,17690.2,0.08435344696044922,300,300,7.0399e-05,[10],10,30,1198.2193917591048,pfs,5,individuals,21693-dc107,chr3n-4001-4201.tar.gz,1,final_data
read,1,8191.912230276168,2421.794364929199,300,300,0.815104564,[10],10,30,2971.1456319721938,pfs,309993,individuals,21693-dc107,columns.txt,1,initial_data
read,1,98289.64284146609,1281.281593322754,10,10,0.193766143,[10],10,1,6612.515341871433,pfs,13669,sifting,19811-dc108,ALL.chr4.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf,1,initial_data
read,1,8191.912230276168,2421.794364929199,300,300,0.844295871,[10],10,30,2868.4190555862606,pfs,309993,individuals,22981-dc107,columns.txt,1,initial_data
read,1,8191.912230276168,2421.794364929199,300,300,0.844295871,[10],10,30,2868.4190555862606,pfs,309993,individuals,22981-dc107,ALL.chr3.250000.vcf,1,initial_data
write,0,17463.2,0.08327102661132812,300,300,8.8999e-05,[10],10,30,935.6400252961058,pfs,5,individuals,22981-dc107,chr3n-601-801.tar.gz,1,final_data
read,1,17070.85714285714,1.8233642578125,10,10,0.000590697,[10],10,1,3086.8012835895556,pfs,112,mutation_overlap,36195-dc103,chr5n.tar.gz,1,individuals_merge
write,0,23874.473684210527,0.4326009750366211,10,10,0.000239433,[10],10,1,1806.7725628322792,pfs,19,mutation_overlap,36195-dc103,chr5-AFR.tar.gz,1,final_data
read,0,17070.85714285714,1.8233642578125,10,10,0.000590697,[10],10,1,3086.8012835895556,pfs,112,mutation_overlap,36195-dc103,AFR,1,initial_data
read,1,17070.85714285714,1.8233642578125,10,10,0.000590697,[10],10,1,3086.8012835895556,pfs,112,mutation_overlap,36195-dc103,sifted.SIFT.chr5.txt,1,sifting
write,0,14241.6,0.06790924072265625,300,300,6.2418e-05,[10],10,30,1087.975275123462,pfs,5,individuals,33190-dc103,chr5n-2201-2401.tar.gz,1,final_data
read,1,8191.929237568348,2421.8150177001953,300,300,0.807305445,[10],10,30,2999.8744994222047,pfs,309995,individuals,33190-dc103,columns.txt,1,initial_data
read,1,8191.929237568348,2421.8150177001953,300,300,0.807305445,[10],10,30,2999.8744994222047,pfs,309995,individuals,33190-dc103,ALL.chr5.250000.vcf,1,initial_data
read,1,26541.577777777777,2.2780818939208984,10,10,0.000863041,[10],10,1,2639.598691048164,pfs,90,individuals_merge,38936-dc105,chr2n-2201-2401.tar.gz,1,individuals
read,1,26541.577777777777,2.2780818939208984,10,10,0.000863041,[10],10,1,2639.598691048164,pfs,90,individuals_merge,38936-dc105,chr2n-2601-2801.tar.gz,1,individuals
read,1,26541.577777777777,2.2780818939208984,10,10,0.000863041,[10],10,1,2639.598691048164,pfs,90,individuals_merge,38936-dc105,chr2n-1401-1601.tar.gz,1,individuals
read,1,26541.577777777777,2.2780818939208984,10,10,0.000863041,[10],10,1,2639.598691048164,pfs,90,individuals_merge,38936-dc105,chr2n-201-401.tar.gz,1,individuals
read,1,26541.577777777777,2.2780818939208984,10,10,0.000863041,[10],10,1,2639.598691048164,pfs,90,individuals_merge,38936-dc105,chr2n-601-801.tar.gz,1,individuals
read,1,26541.577777777777,2.2780818939208984,10,10,0.000863041,[10],10,1,2639.598691048164,pfs,90,individuals_merge,38936-dc105,chr2n-801-1001.tar.gz,1,individuals
read,1,26541.577777777777,2.2780818939208984,10,10,0.000863041,[10],10,1,2639.598691048164,pfs,90,individuals_merge,38936-dc105,chr2n-2401-2601.tar.gz,1,individuals
read,1,26541.577777777777,2.2780818939208984,10,10,0.000863041,[10],10,1,2639.598691048164,pfs,90,individuals_merge,38936-dc105,chr2n-1201-1401.tar.gz,1,individuals
read,1,26541.577777777777,2.2780818939208984,10,10,0.000863041,[10],10,1,2639.598691048164,pfs,90,individuals_merge,38936-dc105,chr2n-2801-3001.tar.gz,1,individuals
read,1,26541.577777777777,2.2780818939208984,10,10,0.000863041,[10],10,1,2639.598691048164,pfs,90,individuals_merge,38936-dc105,chr2n-4401-4601.tar.gz,1,individuals
read,1,26541.577777777777,2.2780818939208984,10,10,0.000863041,[10],10,1,2639.598691048164,pfs,90,individuals_merge,38936-dc105,chr2n-3001-3201.tar.gz,1,individuals
read,1,26541.577777777777,2.2780818939208984,10,10,0.000863041,[10],10,1,2639.598691048164,pfs,90,individuals_merge,38936-dc105,chr2n-4801-5001.tar.gz,1,individuals
read,1,26541.577777777777,2.2780818939208984,10,10,0.000863041,[10],10,1,2639.598691048164,pfs,90,individuals_merge,38936-dc105,chr2n-5801-6001.tar.gz,1,individuals
read,1,26541.577777777777,2.2780818939208984,10,10,0.000863041,[10],10,1,2639.598691048164,pfs,90,individuals_merge,38936-dc105,chr2n-401-601.tar.gz,1,individuals
read,1,26541.577777777777,2.2780818939208984,10,10,0.000863041,[10],10,1,2639.598691048164,pfs,90,individuals_merge,38936-dc105,chr2n-1-201.tar.gz,1,individuals
read,1,26541.577777777777,2.2780818939208984,10,10,0.000863041,[10],10,1,2639.598691048164,pfs,90,individuals_merge,38936-dc105,chr2n-4001-4201.tar.gz,1,individuals
read,1,26541.577777777777,2.2780818939208984,10,10,0.000863041,[10],10,1,2639.598691048164,pfs,90,individuals_merge,38936-dc105,chr2n-3401-3601.tar.gz,1,individuals
read,1,26541.577777777777,2.2780818939208984,10,10,0.000863041,[10],10,1,2639.598691048164,pfs,90,individuals_merge,38936-dc105,chr2n-4601-4801.tar.gz,1,individuals
read,1,26541.577777777777,2.2780818939208984,10,10,0.000863041,[10],10,1,2639.598691048164,pfs,90,individuals_merge,38936-dc105,chr2n-1601-1801.tar.gz,1,individuals
read,1,26541.577777777777,2.2780818939208984,10,10,0.000863041,[10],10,1,2639.598691048164,pfs,90,individuals_merge,38936-dc105,chr2n-5601-5801.tar.gz,1,individuals
read,1,26541.577777777777,2.2780818939208984,10,10,0.000863041,[10],10,1,2639.598691048164,pfs,90,individuals_merge,38936-dc105,chr2n-3201-3401.tar.gz,1,individuals
read,1,26541.577777777777,2.2780818939208984,10,10,0.000863041,[10],10,1,2639.598691048164,pfs,90,individuals_merge,38936-dc105,chr2n-1801-2001.tar.gz,1,individuals
read,1,26541.577777777777,2.2780818939208984,10,10,0.000863041,[10],10,1,2639.598691048164,pfs,90,individuals_merge,38936-dc105,chr2n-3801-4001.tar.gz,1,individuals
read,1,26541.577777777777,2.2780818939208984,10,10,0.000863041,[10],10,1,2639.598691048164,pfs,90,individuals_merge,38936-dc105,chr2n-5001-5201.tar.gz,1,individuals
read,1,26541.577777777777,2.2780818939208984,10,10,0.000863041,[10],10,1,2639.598691048164,pfs,90,individuals_merge,38936-dc105,chr2n-3601-3801.tar.gz,1,individuals
read,1,26541.577777777777,2.2780818939208984,10,10,0.000863041,[10],10,1,2639.598691048164,pfs,90,individuals_merge,38936-dc105,chr2n-2001-2201.tar.gz,1,individuals
read,1,26541.577777777777,2.2780818939208984,10,10,0.000863041,[10],10,1,2639.598691048164,pfs,90,individuals_merge,38936-dc105,chr2n-5201-5401.tar.gz,1,individuals
write,0,26435.30612244898,1.2353229522705078,10,10,0.000889669,[10],10,1,1388.5197216835786,pfs,49,individuals_merge,38936-dc105,chr2n.tar.gz,1,final_data
read,1,26541.577777777777,2.2780818939208984,10,10,0.000863041,[10],10,1,2639.598691048164,pfs,90,individuals_merge,38936-dc105,chr2n-4201-4401.tar.gz,1,individuals
read,1,26541.577777777777,2.2780818939208984,10,10,0.000863041,[10],10,1,2639.598691048164,pfs,90,individuals_merge,38936-dc105,chr2n-1001-1201.tar.gz,1,individuals
read,1,26541.577777777777,2.2780818939208984,10,10,0.000863041,[10],10,1,2639.598691048164,pfs,90,individuals_merge,38936-dc105,chr2n-5401-5601.tar.gz,1,individuals
read,1,98294.17965243412,1629.0247478485107,10,10,0.27200511,[10],10,1,5988.949059995641,pfs,17378,sifting,34252-dc105,ALL.chr2.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf,1,initial_data
write,0,14803.833333333334,0.08470821380615234,300,300,9.3079e-05,[10],10,30,910.0679402029712,pfs,6,individuals,22107-dc108,chr4n-5201-5401.tar.gz,1,final_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.828468114,[10],10,30,2923.264033288293,pfs,309997,individuals,22107-dc108,columns.txt,1,initial_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.828468114,[10],10,30,2923.264033288293,pfs,309997,individuals,22107-dc108,ALL.chr4.250000.vcf,1,initial_data
read,1,8191.929237568348,2421.8150177001953,300,300,0.800832071,[10],10,30,3024.1234153822934,pfs,309995,individuals,33189-dc103,ALL.chr5.250000.vcf,1,initial_data
write,0,13814.8,0.06587409973144531,300,300,6.867e-05,[10],10,30,959.2849822549193,pfs,5,individuals,33189-dc103,chr5n-2001-2201.tar.gz,1,final_data
read,1,8191.929237568348,2421.8150177001953,300,300,0.800832071,[10],10,30,3024.1234153822934,pfs,309995,individuals,33189-dc103,columns.txt,1,initial_data
write,0,14904.333333333334,0.08528327941894531,300,300,0.000105839,[10],10,30,805.7831179333263,pfs,6,individuals,22176-dc108,chr4n-801-1001.tar.gz,1,final_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.820037057,[10],10,30,2953.3190234626013,pfs,309997,individuals,22176-dc108,columns.txt,1,initial_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.820037057,[10],10,30,2953.3190234626013,pfs,309997,individuals,22176-dc108,ALL.chr4.250000.vcf,1,initial_data
write,0,16502.333333333332,0.09442710876464844,300,300,0.000151039,[10],10,30,625.1836198905477,pfs,6,individuals,21339-dc107,chr3n-2401-2601.tar.gz,1,final_data
read,1,8191.912230276168,2421.794364929199,300,300,0.822621336,[10],10,30,2943.996537587009,pfs,309993,individuals,21339-dc107,ALL.chr3.250000.vcf,1,initial_data
read,1,8191.912230276168,2421.794364929199,300,300,0.822621336,[10],10,30,2943.996537587009,pfs,309993,individuals,21339-dc107,columns.txt,1,initial_data
write,0,16301.8,0.07773303985595703,300,300,6.5249e-05,[10],10,30,1191.329213565833,pfs,5,individuals,36783-dc105,chr2n-1001-1201.tar.gz,1,final_data
read,1,8191.921474379654,2421.75803565979,300,300,0.803551809,[10],10,30,3013.816917011993,pfs,309988,individuals,36783-dc105,columns.txt,1,initial_data
read,1,8191.921474379654,2421.75803565979,300,300,0.803551809,[10],10,30,3013.816917011993,pfs,309988,individuals,36783-dc105,ALL.chr2.250000.vcf,1,initial_data
read,0,15390.67320261438,2.2456865310668945,10,10,0.000747059,[10],10,1,3006.0363787423676,pfs,153,mutation_overlap,40263-dc105,AMR,1,initial_data
write,0,21179.384615384617,0.2625770568847656,10,10,0.000363225,[10],10,1,722.9046923663449,pfs,13,mutation_overlap,40263-dc105,chr2-AMR.tar.gz,1,final_data
read,1,15390.67320261438,2.2456865310668945,10,10,0.000747059,[10],10,1,3006.0363787423676,pfs,153,mutation_overlap,40263-dc105,chr2n.tar.gz,1,individuals_merge
read,1,15390.67320261438,2.2456865310668945,10,10,0.000747059,[10],10,1,3006.0363787423676,pfs,153,mutation_overlap,40263-dc105,sifted.SIFT.chr2.txt,1,sifting
read,1,8191.912230276168,2421.794364929199,300,300,0.779183274,[10],10,30,3108.119034045383,pfs,309993,individuals,23868-dc107,ALL.chr3.250000.vcf,1,initial_data
write,0,14998.5,0.08582210540771484,300,300,9.776e-05,[10],10,30,877.8856936141044,pfs,6,individuals,23868-dc107,chr3n-4201-4401.tar.gz,1,final_data
read,1,8191.912230276168,2421.794364929199,300,300,0.779183274,[10],10,30,3108.119034045383,pfs,309993,individuals,23868-dc107,columns.txt,1,initial_data
read,0,18619.109489051094,2.432649612426758,10,10,0.000837404,[10],10,1,2904.989243455677,pfs,137,frequency,26694-dc107,EUR,1,initial_data
read,1,18619.109489051094,2.432649612426758,10,10,0.000837404,[10],10,1,2904.989243455677,pfs,137,frequency,26694-dc107,chr3n.tar.gz,1,individuals_merge
read,1,18619.109489051094,2.432649612426758,10,10,0.000837404,[10],10,1,2904.989243455677,pfs,137,frequency,26694-dc107,sifted.SIFT.chr3.txt,1,sifting
write,0,23434.764705882353,0.37993526458740234,10,10,0.000291247,[10],10,1,1304.5121995673856,pfs,17,frequency,26694-dc107,chr3-EUR-freq.tar.gz,1,final_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.785126268,[10],10,30,3084.6389161728894,pfs,309997,individuals,23931-dc108,ALL.chr4.250000.vcf,1,initial_data
write,0,16783.8,0.0800313949584961,300,300,6.594e-05,[10],10,30,1213.7002571807113,pfs,5,individuals,23931-dc108,chr4n-4401-4601.tar.gz,1,final_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.785126268,[10],10,30,3084.6389161728894,pfs,309997,individuals,23931-dc108,columns.txt,1,initial_data
read,1,28606.566666666666,2.4553213119506836,10,10,0.000909397,[10],10,1,2699.944371875741,pfs,90,individuals_merge,24422-dc107,chr3n-2201-2401.tar.gz,1,individuals
read,1,28606.566666666666,2.4553213119506836,10,10,0.000909397,[10],10,1,2699.944371875741,pfs,90,individuals_merge,24422-dc107,chr3n-5801-6001.tar.gz,1,individuals
read,1,28606.566666666666,2.4553213119506836,10,10,0.000909397,[10],10,1,2699.944371875741,pfs,90,individuals_merge,24422-dc107,chr3n-1601-1801.tar.gz,1,individuals
read,1,28606.566666666666,2.4553213119506836,10,10,0.000909397,[10],10,1,2699.944371875741,pfs,90,individuals_merge,24422-dc107,chr3n-3801-4001.tar.gz,1,individuals
read,1,28606.566666666666,2.4553213119506836,10,10,0.000909397,[10],10,1,2699.944371875741,pfs,90,individuals_merge,24422-dc107,chr3n-201-401.tar.gz,1,individuals
read,1,28606.566666666666,2.4553213119506836,10,10,0.000909397,[10],10,1,2699.944371875741,pfs,90,individuals_merge,24422-dc107,chr3n-1401-1601.tar.gz,1,individuals
read,1,28606.566666666666,2.4553213119506836,10,10,0.000909397,[10],10,1,2699.944371875741,pfs,90,individuals_merge,24422-dc107,chr3n-2801-3001.tar.gz,1,individuals
read,1,28606.566666666666,2.4553213119506836,10,10,0.000909397,[10],10,1,2699.944371875741,pfs,90,individuals_merge,24422-dc107,chr3n-4801-5001.tar.gz,1,individuals
read,1,28606.566666666666,2.4553213119506836,10,10,0.000909397,[10],10,1,2699.944371875741,pfs,90,individuals_merge,24422-dc107,chr3n-4601-4801.tar.gz,1,individuals
read,1,28606.566666666666,2.4553213119506836,10,10,0.000909397,[10],10,1,2699.944371875741,pfs,90,individuals_merge,24422-dc107,chr3n-1-201.tar.gz,1,individuals
read,1,28606.566666666666,2.4553213119506836,10,10,0.000909397,[10],10,1,2699.944371875741,pfs,90,individuals_merge,24422-dc107,chr3n-3401-3601.tar.gz,1,individuals
write,0,27362.803278688523,1.5918073654174805,10,10,0.001082209,[10],10,1,1470.887199623622,pfs,61,individuals_merge,24422-dc107,chr3n.tar.gz,1,final_data
read,1,28606.566666666666,2.4553213119506836,10,10,0.000909397,[10],10,1,2699.944371875741,pfs,90,individuals_merge,24422-dc107,chr3n-5201-5401.tar.gz,1,individuals
read,1,28606.566666666666,2.4553213119506836,10,10,0.000909397,[10],10,1,2699.944371875741,pfs,90,individuals_merge,24422-dc107,chr3n-1201-1401.tar.gz,1,individuals
read,1,28606.566666666666,2.4553213119506836,10,10,0.000909397,[10],10,1,2699.944371875741,pfs,90,individuals_merge,24422-dc107,chr3n-4401-4601.tar.gz,1,individuals
read,1,28606.566666666666,2.4553213119506836,10,10,0.000909397,[10],10,1,2699.944371875741,pfs,90,individuals_merge,24422-dc107,chr3n-1001-1201.tar.gz,1,individuals
read,1,28606.566666666666,2.4553213119506836,10,10,0.000909397,[10],10,1,2699.944371875741,pfs,90,individuals_merge,24422-dc107,chr3n-401-601.tar.gz,1,individuals
read,1,28606.566666666666,2.4553213119506836,10,10,0.000909397,[10],10,1,2699.944371875741,pfs,90,individuals_merge,24422-dc107,chr3n-3201-3401.tar.gz,1,individuals
read,1,28606.566666666666,2.4553213119506836,10,10,0.000909397,[10],10,1,2699.944371875741,pfs,90,individuals_merge,24422-dc107,chr3n-2401-2601.tar.gz,1,individuals
read,1,28606.566666666666,2.4553213119506836,10,10,0.000909397,[10],10,1,2699.944371875741,pfs,90,individuals_merge,24422-dc107,chr3n-2601-2801.tar.gz,1,individuals
read,1,28606.566666666666,2.4553213119506836,10,10,0.000909397,[10],10,1,2699.944371875741,pfs,90,individuals_merge,24422-dc107,chr3n-1801-2001.tar.gz,1,individuals
read,1,28606.566666666666,2.4553213119506836,10,10,0.000909397,[10],10,1,2699.944371875741,pfs,90,individuals_merge,24422-dc107,chr3n-3001-3201.tar.gz,1,individuals
read,1,28606.566666666666,2.4553213119506836,10,10,0.000909397,[10],10,1,2699.944371875741,pfs,90,individuals_merge,24422-dc107,chr3n-4201-4401.tar.gz,1,individuals
read,1,28606.566666666666,2.4553213119506836,10,10,0.000909397,[10],10,1,2699.944371875741,pfs,90,individuals_merge,24422-dc107,chr3n-2001-2201.tar.gz,1,individuals
read,1,28606.566666666666,2.4553213119506836,10,10,0.000909397,[10],10,1,2699.944371875741,pfs,90,individuals_merge,24422-dc107,chr3n-601-801.tar.gz,1,individuals
read,1,28606.566666666666,2.4553213119506836,10,10,0.000909397,[10],10,1,2699.944371875741,pfs,90,individuals_merge,24422-dc107,chr3n-3601-3801.tar.gz,1,individuals
read,1,28606.566666666666,2.4553213119506836,10,10,0.000909397,[10],10,1,2699.944371875741,pfs,90,individuals_merge,24422-dc107,chr3n-5001-5201.tar.gz,1,individuals
read,1,28606.566666666666,2.4553213119506836,10,10,0.000909397,[10],10,1,2699.944371875741,pfs,90,individuals_merge,24422-dc107,chr3n-5401-5601.tar.gz,1,individuals
read,1,28606.566666666666,2.4553213119506836,10,10,0.000909397,[10],10,1,2699.944371875741,pfs,90,individuals_merge,24422-dc107,chr3n-801-1001.tar.gz,1,individuals
read,1,28606.566666666666,2.4553213119506836,10,10,0.000909397,[10],10,1,2699.944371875741,pfs,90,individuals_merge,24422-dc107,chr3n-4001-4201.tar.gz,1,individuals
